content_title,attributes
Quarantine,"{""Portrayals of Character"":[""Chris Santos (Weed, Alex)"",""Toby Roberts (Ciuffa, Peter)"",""Viola Hamilton (Guaty, Camille)"",""Dr. Marcus Andrews (Harper, Hill)"",""Dr. Claire Browne (Thomas, Antonia)"",""Clifton Hamilton (Lawrence, Colin)"",""Marianne Southam (Hadrava, Veronika)"",""Bob Cravens (MacDonald, William)"",""Dr. Neil Melendez (Gonzalez, Nicholas)"",""Jill (Bentall, Carly)"",""Neil Melendez (Gonzalez, Nicholas)"",""Ester Blum (Allan, Patti)"",""Claire Browne (Thomas, Antonia)"",""Allegra Aoki (Tomita, Tamlyn)"",""Marcus Andrews (Harper, Hill)"",""Nurse Deena Petringa (Konoval, Karin)"",""Kellan Park (He, Ricky)"",""Santa Pete Bailey (Battle, Rell)"",""Tyler Durnes (Byrd, Dan)""]}"
Back 2 School,"{""Holidays & Seasons"":[""back to school""]}"
Clean for a Day,"{""Portrayals of Character"":[""Mitchell Pritchett (Ferguson, Jesse Tyler)"",""Tanya (Arning, Tina)"",""Lily Tucker-Pritchett (Anderson-Emmons, Aubrey)"",""Mr. Wilkerson (Bottrell, David Dean)"",""Luke Dunphy (Gould, Nolan)"",""Tommy (Agee, Steve)"",""Jay Pritchett (O'Neill, Ed)"",""Parker (Fitzgerald, Michael)"",""Brenda (O'Dell, Jennifer)"",""Alex Dunphy (Winter, Ariel)"",""Gloria Delgado-Pritchett (Vergara, Sof??a)"",""Abigail (Dunbar, Allison)"",""Cameron Tucker (Stonestreet, Eric)"",""Miles (Hudson, Ernie)"",""Manny Delgado (Rodriguez, Rico)"",""Auntie Alice (Squibb, June)"",""Claire Dunphy (Bowen, Julie)"",""Victor (Christopher, Scott)"",""Haley Dunphy (Hyland, Sarah)"",""Phil Dunphy (Burrell, Ty)"",""Mrs. Wilkerson (Goldenhersh, Heather)"",""Gloria Delgado-Pritchett (Vergara, Sofía)""]}"
Behind Gold Eyes,"{""Setting Types"":[""urban"",""outer space""],""Age Groups"":[""indeterminate"",""adult (19-59)""],""Time Era"":[""contemporary (2000-)""],""Portrayals of Character"":[""J'Son (Frakes, Jonathan)"",""Drax (Sobolov, David)"",""Warlock (Bauza, Eric)"",""Sam Alexander (Miller, Logan)"",""Magus (Bauza, Eric)"",""Rocket Raccoon (Green, Seth)"",""Nova (Miller, Logan)"",""Peter Quill (Friedle, Will)"",""Groot (Richardson, Kevin Michael)"",""Rocket Raccoon (Devall, Trevor)"",""GAMORA (Marshall, Vanessa)"",""DRAX THE DESTROYER (Sobolov, David)"",""ROCKET RACCOON (Green, Seth)""],""Gender"":[""male"",""female""],""Agents"":[""team"",""sister"",""pirate"",""thief"",""extraterrestrial being"",""superhero"",""raccoon"",""warrior""],""Scopes and Scales"":[""grand""]}"
Superstition,"{""Portrayals of Character"":[""ADDISON FORBES MONTGOMERY (Walsh, Kate)"",""Gretchen (Morgan, Annie)"",""DEREK SHEPHERD (Dempsey, Patrick)"",""Nurse Linda (Klein, Linda)"",""DR. RAJ SEN (Nigam, Anjul)"",""Callie Torres (Ramirez, Sara)"",""CRISTINA YANG (Oh, Sandra)"",""Addison Forbes Montgomery (Walsh, Kate)"",""Nurse Kate (Anthony, Kate)"",""NIKKI Ratlin (Watkins, Michaela)"",""Derek Shepherd (Dempsey, Patrick)"",""CALLIE TORRES (Ramirez, Sara)"",""OLLIE WARNER (Place, Mary Kay)"",""Paramedic Jill (Blanchard, Brooke)"",""Izzie Stevens (Heigl, Katherine)"",""George O'Malley (Knight, T.R.)"",""ALEX KAREV  (Chambers, Justin)"",""DENNY DUQUETTE (Morgan, Jeffrey Dean)"",""Cristina Yang (Oh, Sandra)"",""Jesse Fannon (Metwally, Omar)"",""Preston Burke (Washington, Isaiah)"",""IZZIE STEVENS  (Heigl, Katherine)""]}"
Land of Snow and Ice,"{""Holidays & Seasons"":[""winter""]}"
Election Night is Trash,"{""Holidays & Seasons"":[""Election Day""]}"
Summer Lovin',"{""Portrayals of Character"":[""Dylan Marshall (Ewing, Reid)"",""Sanjay (Partha, Suraj)"",""Miss Ford (Egan, Susan)"",""Alex Dunphy (Winter, Ariel)"",""Cameron Tucker (Stonestreet, Eric)"",""Andy (DeVine, Adam)"",""Haley Dunphy (Hyland, Sarah)"",""Luke Dunphy (Gould, Nolan)"",""Phil Dunphy (Burrell, Ty)"",""Claire Dunphy (Bowen, Julie)"",""Beth (Samuels, Laura Ashley)"",""Jay Pritchett (O'Neill, Ed)"",""Charlie Bingham (Kirk, Justin)"",""Manny Delgado (Rodriguez, Rico)"",""Gloria Delgado-Pritchett (Vergara, Sof??a)"",""Erica (Lewis, Vicki)"",""Joe Pritchett (Maguire, Jeremy)"",""Gloria Delgado-Pritchett (Vergara, Sofía)"",""Lily Tucker-Pritchett (Anderson-Emmons, Aubrey)"",""Mitchell Pritchett (Ferguson, Jesse Tyler)""]}"
Capitulo 52,"{""Time Era"":[""contemporary (2000-)""],""Setting Types"":[""college"",""urban""],""Gender"":[""female""],""Scopes and Scales"":[""normal""],""Age Groups"":[""teen (14-18)""],""Disciplines & Industries"":[""music""],""Agents"":[""musician"",""teacher"",""lover"",""daughter"",""student"",""singer"",""father""],""Inactive Agents"":[""aunt"",""uncle""],""Subjects"":[""arts and entertainment"",""family""]}"
Dr. Hell No,"{""Portrayals of Character"":[""Josh (Meacham, Jeff)"",""Charlie Telphy (Cole, Deon)"",""Lucy (Reitman, Catherine)"",""DR. EVAN WINDSOR (Daly, Andrew)"",""Rainbow Johnson (Ross, Tracee Ellis)"",""Diane Johnson (Martin, Marsai)"",""Jack Johnson (Brown, Miles)"",""Mr. Stevens (Mackenzie, Peter)"",""Pops Johnson (Fishburne, Laurence)"",""Ruby Johnson (Lewis, Jenifer)"",""Derrick Blaust (Grunberg, Brad)"",""Andre \""Dre\"" (teen) (Brown, Isaac Ryan)""]}"
All Hallows Eve,"{""Holidays & Seasons"":[""Halloween""]}"
"Stereotypical Day, A","{""Portrayals of Character"":[""Haley Dunphy (Hyland, Sarah)"",""Dwight (Duke, Winston)"",""Ronaldo (Barillas, Christian)"",""Manny Delgado (Rodriguez, Rico)"",""Merv Schechter (Short, Martin)"",""Lily Tucker-Pritchett (Anderson-Emmons, Aubrey)"",""Rivka (Konefal, Victoria)"",""Gloria Delgado-Pritchett (Vergara, Sof??a)"",""Jay Pritchett (O'Neill, Ed)"",""Phil Dunphy (Burrell, Ty)"",""Luke Dunphy (Gould, Nolan)"",""Joe Pritchett (Maguire, Jeremy)"",""Principal Brown (Daly, Andrew)"",""Katen (Clark, Tyler Capri)"",""Leslie Kwan Collins (Mai, Liv)"",""Arizona (Edwards, Allegra)"",""Gloria Delgado-Pritchett (Vergara, Sofía)"",""Mitchell Pritchett (Ferguson, Jesse Tyler)"",""Cameron Tucker (Stonestreet, Eric)"",""Claire Dunphy (Bowen, Julie)"",""Alex Dunphy (Winter, Ariel)""]}"
36 Hours,"{""Portrayals of Character"":[""Gina Porter (Mercer, Sari)"",""Daniel Porter (Smith, Arjay)"",""Grady Bello (Corbett, John)"",""Nurse Ann Flores (Lapira, Liza)"",""Judge Katerina Bobiak (Millin, Nina)"",""Nurse Alana Paikin (August, Alvina)"",""Nate Brooks (Marmorstein, Amitai)"",""Angel Vasquez (de Figueiroa, Caio)"",""Annie \""Rebel\"" Bello (Sagal, Katey)"",""Misha Nelson (none)"",""Luke Chapman (Palladio, Sam)"",""Dr. Neil Melendez (Gonzalez, Nicholas)"",""Inez Vasquez (White, Takaya Calah)"",""Benji Ray (Lesure, James)"",""Maddie Glassman (Alvarez, Audrey Wise)"",""Elena Vasquez (Sanchez, Isa)"",""Robert Plager (DeSantos, David)"",""Dr. Marcus Andrews (Harper, Hill)"",""Marcus Andrews (Harper, Hill)"",""Judge Vicki Spain (Willes, Christine)"",""Allegra Aoki (Tomita, Tamlyn)"",""Neil Melendez (Gonzalez, Nicholas)"",""Dr. Claire Browne (Thomas, Antonia)"",""Claire Browne (Thomas, Antonia)"",""Cassidy \""Cass\"" Ray (Davis, Lex Scott)""]}"
Death of a Councilman,"{""Portrayals of Character"":[""Courtney Rose (Hall, Brandon Micheal)"",""Jasmine (Carryl, June)"",""Valentina Barella (Michele, Lea)"",""Dina Rose (Brown, Yvette Nicole)"",""Spencer Couch (Cackowski, Craig)"",""Glen (Lommel, Tom)"",""Mark Dershaw (Hytner, Steve)"",""T.K. Clifton (Spears, Marcel)"",""Claudine Schweikert (Humphreys, Polly)"",""Sebastian (Gehrman, Christopher)"",""REVEREND OKOYE (Hall, Arsenio)"",""Jermaine Leforge (Jones, Bernard David)"",""Evan Serbia (Gamble, Duncan)""]}"
STESCALADE,"{""Portrayals of Character"":[""SHELBY WYATT (Braddy, Johanna)"",""ALEX PARRISH (Chopra, Priyanka)"",""Jason (Tottenham, Jason)"",""NIMAH/RAINA AMIN (Al Massri, Yasmine)"",""Lucas Strauss (Litzinger, Todd)"",""RYAN BOOTH (McLaughlin, Jake)"",""OWEN HALL (Underwood, Blair)"",""Sebastian Chen (Lim, David)"",""Lydia Bates (Ifeachor, Tracy)"",""DAYANA MAMPASI (Thusi, Pearl)"",""Angie Reynolds (Boyd, Candi)"",""WILL OLSEN (Johnson, Jay Armstrong)"",""Nimah Amin (Al Massri, Yasmine)"",""HARRY DOYLE (Tovey, Russell)"",""MIRANDA SHAW (Ellis, Aunjanue)"",""Leon Velez (Diaz, Aaron)"",""Leigh Davis (Yorke, Helene)""]}"
Care,"{""Portrayals of Character"":[""CALEB HAAS (Rogers, Graham)"",""SIMON ASHER (Ellington, Tate)"",""Laura Wyatt (Rutherford, Kelly)"",""LIAM O'CONNOR (Hopkins, Josh)"",""NIMAH/RAINA AMIN (Al Massri, Yasmine)"",""ALEX PARRISH (Chopra, Priyanka)"",""WILL OLSEN (Johnson, Jay Armstrong)"",""Field Counselor Pollard (Cornfoot, Victor)"",""Drew Perales (Platt, Lenny)"",""RYAN BOOTH (McLaughlin, Jake)"",""Nimah Amin (Al Massri, Yasmine)"",""Glenn Wyatt (Kilner, Kevin)"",""MIRANDA SHAW (Ellis, Aunjanue)"",""Iris Chang (Li, Li Jun)"",""SHELBY WYATT (Braddy, Johanna)""]}"
Slappy Holidays,"{""Holidays & Seasons"":[""Thanksgiving""]}"
In the Air Tonight,"{""Portrayals of Character"":[""Harrison (Harris, Callard)"",""Andrew DeLuca (Gianniotti, Giacomo)"",""Jay (Austin, Reggie)"",""Lexie Grey (Leigh, Chyler)"",""CRISTINA YANG (Oh, Sandra)"",""Derek Shepherd (Dempsey, Patrick)"",""NATHAN RIGGS (Henderson, Martin)"",""Arizona Robbins (Capshaw, Jessica)"",""Meredith Grey (young) (Geare, Claire)"",""Captain LeVantine (Braun, Wendy)"",""Marisela (Montoya, Rebeka)"",""MARK SLOANE (Dane, Eric)"",""Ellis Grey (young) (Paulson, Sarah)"",""LEXIE GREY (Leigh, Chyler)"",""Ingrid (Han, Jee Young)"",""Bryan  (Malacrino, Luca)"",""Meredith Grey (young) (Collier, Nicolette)"",""STEPHANIE EDWARDS (Hinton, Jerrika)"",""Candace (Grammer, Spencer)"",""Lance (Abrams, Aaron)"",""Stephanie Edwards (Hinton, Jerrika)"",""ALEX KAREV  (Chambers, Justin)"",""Cristina Yang (Oh, Sandra)"",""Dave (Tang, Chen)"",""Meredith Grey (young) (Leabu, Aria)"",""Ellis Grey (young) (Pressman, Sally)"",""Janis (Callan, K)"",""Mark Sloane (Dane, Eric)"",""DEREK SHEPHERD (Dempsey, Patrick)"",""April Kepner (Drew, Sarah)"",""Max (Rodriguez, Jai)"",""Diego (Soria, Ryan)""]}"
Just a Thought,"{""Portrayals of Character"":[""Student with Red Hair (none)"",""Brian Menz (none)"",""Girl in Bubble (none)"",""Girl (none)"",""Dog in Bubble (none)"",""Boy in Bubble (none)"",""Boy (none)""]}"
It's Time to Move on,"{""Portrayals of Character"":[""MICHAELA PRATT (King, Aja Naomi)"",""EVE ROTHLO (Janssen, Famke)"",""ANNALISE KEATING (Davis, Viola)"",""WES GIBBINS (Enoch, Alfred)"",""A.D.A. Jeremy Eastham (Wilderson, Wayne)"",""Ursula Hapstall (DeMetrick, Linda)"",""Rebecca Sutter (Findlay, Katie)"",""Caleb Hapstall (Sampson, Kendrick)"",""Catherine Hapstall (Okuda, Amy)"",""Judge Francine O'Donnell (Guy, Joyce)"",""BONNIE WINTERBOTTOM (Weil, Liza)"",""Grant Hapstall (Brooks, Alan)"",""CONNOR WALSH (Falahee, Jack)"",""Laurel Castillo (Souza, Karla)"",""ASHER MILLSTONE (McGorry, Matt)"",""OLIVER HAMPTON (Ricamora, Conrad)"",""Victor Leshner (Culp, Steven)"",""Helena Hapstall (McMurtrey, Joan)"",""FRANK DELFINO (Weber, Charlie)"",""NATE LAHEY (Brown, Billy)"",""LAUREL CASTILLO (Souza, Karla)"",""A.D.A. Emily Sinclair (Burns, Sarah)"",""Judge Fiona Pruitt (Harris, Barbara Eve)""]}"
Flippity-Flop,"{""Portrayals of Character"":[""SANDRA BELL (Robertson, Britt)"",""SETH OLIVER (Rappaport, Ben)"",""Kojo Akuffo (Diaz, Izzy)"",""LEONARD KNOX (Page, Reg??-Jean)"",""LEONARD KNOX (Page, RegÃ©-Jean)"",""Theresa Wood (Rahvaunia)"",""KATE LITTLEJOHN (Flood, Susannah)"",""VERA SIMMONS (Khaja, Anna)"",""Officer D'Esposito (Awadjie, Hardy)"",""JUDGE NICHOLAS BYRNE (Curtis-Hall, Vondie)"",""SANDRA BELL (Oldford, Britne)"",""Brian Torres (Martin, Roberto)"",""DEA Agent Nikki Blake (Escandon, Loren)"",""ALLISON ADAMS (Smith, Lyndon)"",""DEA Agent Bill Howfield (Vancea, Scott)"",""ALLISON ADAMS (Brown, Jasmin Savoy)"",""DEA Agent Kirk Keener (Armstrong, Hugo)"",""Sharon Dodds (Metz, Rebecca)"",""SAM SIMMONS (Darbinyan, Arthur)"",""JILL CARLAN (Davis, Hope)"",""TINA KRISSMAN (Smith, Anna Deavere)"",""JAY SIMMONS (Keesh, Wesam)"",""ROGER GUNN (Shenkman, Ben)""]}"
Into You Like a Train,"{""Portrayals of Character"":[""Patricia Murphy (Rose, Robin Pearson)"",""Izzie Stevens (Heigl, Katherine)"",""Nurse Tyler Christian (Irvin, Moe)"",""Addison Forbes Montgomery (Walsh, Kate)"",""ALEX KAREV  (Chambers, Justin)"",""ADDISON FORBES MONTGOMERY (Walsh, Kate)"",""Bonnie Crasnoff (Keena, Monica)"",""CRISTINA YANG (Oh, Sandra)"",""Nurse Ginger (Bethune, Patricia)"",""YVONNE (Whitley, Kym)"",""Danny (Barreta, Michael)"",""Cristina Yang (Oh, Sandra)"",""Derek Shepherd (Dempsey, Patrick)"",""Preston Burke (Washington, Isaiah)"",""Dr. Hoffman (Lew, Karen)"",""Mary (Jeffers, Juliette)"",""Paramedic Jill (Blanchard, Brooke)"",""IZZIE STEVENS  (Heigl, Katherine)"",""DEREK SHEPHERD (Dempsey, Patrick)"",""PARAMEDIC STAN (Sanchez, Rigo)"",""JOE (Bailey, Steven W.)"",""Brooke (Arthur, Michelle)"",""George O'Malley (Knight, T.R.)"",""TOM (Young, Bruce)"",""JANA (Ettinger, Cynthia)""]}"
Kirkman Agonistes,"{""Portrayals of Character"":[""Emily Rhodes (Ricci, Italia)"",""Penny Kirkman (Grace, McKenna)"",""Lyor Boone (Costanzo, Paulo)"",""Aaron Shore (Canto, Adan)"",""Trey Kirkman (Meyer, Breckin Erin)"",""Hannah Wells (Q, Maggie)"",""Damian Rennett (Lawson, Ben)"",""Chuck Russink (Epstein, Jake)"",""Randall Melick (Tomlinson, David Benjamin)"",""Mike Ritter (Garrett, LaMonica)"",""Carson Kramer (Ralston, John)"",""Tricia Sims (Harris, Chelsea)"",""Janet (Ungurain, Bayley)"",""Kendra Daynes (McLellan, Zoe)"",""Seth Wright (Penn, Kal)"",""Tom Kirkman (Sutherland, Kiefer)"",""Dr. Andrea Frost (Raver, Kim)"",""Ambassador Woo (Chung, Albert)"",""Valeria Poriskova (Zehetner, Nora)"",""Elenor Darby (Ellis, Aunjanue)"",""Dr. Adam Louden (Busfield, Timothy)"",""Ethan West (Fox, Michael J.)"",""Lisa Crowling (Aytes, Rochelle)"",""Bernard Dakich (Sahely, Ed)"",""Billy (Vilord, Nicholas)""]}"
"Sex, Lies and Vasectomies","{""Portrayals of Character"":[""Zoey Johnson (young) (Fralin, Cassidey)"",""Diane Johnson (Martin, Marsai)"",""Laura (Patterson, Edi)"",""Charlie Telphy (Cole, Deon)"",""Josh (Meacham, Jeff)"",""Rainbow Johnson (Ross, Tracee Ellis)"",""Mr. Stevens (Mackenzie, Peter)"",""Jack Johnson (Brown, Miles)"",""Pamela (Sterling, Mindy)""]}"
'twas the Pie Before Christmas,"{""Holidays & Seasons"":[""Christmas""]}"
"Game of Your Life, The","{""Portrayals of Character"":[""Principal McIsaac (Jarrett, Paul)"",""Mr. Taylor (Thompson, Andy)"",""ASHLEY (Ochoa, Christina)"",""Beth (Rodriguez, Arlina)"",""Katherine Kim (Park, Grace)"",""Samuel Benson (Matthews, Todd)"",""RENEE (Cladwell, L. Scott)"",""Theo Saville (Byon, Tristan)"",""Maggie Bloom (Miller, Allison)"",""Walter (Beatty, Lou, Jr.)"",""Eddie Saville (Giuntoli, David)"",""Judge Silva (Pavlovska, Diana)"",""Dr. Heller (Joseph, Jeffrey)"",""WALTER (Beatty, Lou, Jr.)"",""Rome Howard (Malco, Romany)"",""Gary Mendez (Rodriguez, James Roday)"",""Dale Hartwick (Sangha, Michael)"",""Gary Mendez (Roday, James)"",""Randy (McNeil, Scott)"",""Regina Howard (Moses, Christina)"",""GAIL (Parham, Lennon)"",""Delilah Dixon (Szostak, Stephanie)"",""Mr. Andrews (Cottingham, Joel)"",""Sophie Dixon (Greene, Lizzy)""]}"
Babes in Boyland,"{""Portrayals of Character"":[""Charlie Telphy (Cole, Deon)"",""Ruby Johnson (Lewis, Jenifer)"",""Pops (Fishburne, Laurence)"",""Jack Johnson (Brown, Miles)"",""Olivia Lockhart (Nichol, Katlyn)"",""Connor Stevens (Franklin, Nelson)"",""Mr. Stevens (Mackenzie, Peter)"",""POPS (Fishburne, Laurence)"",""Diane Johnson (Martin, Marsai)"",""Rainbow Johnson (Ross, Tracee Ellis)"",""Josh (Meacham, Jeff)""]}"
Glowing Pains,"{""Portrayals of Character"":[""Mae (Keville, Olivia)"",""Rochelle (Freedman, Cate)"",""Camille (Price, Lindsay)"",""Arthur (Lee, Bobby)"",""Mr. Dodson (Bigley, Kevin)"",""Nathaniel (Ryan, Jake)"",""Lena (Fischer, Jenna)"",""Maya (Farr, Diane)"",""Martin (Hudson, Oliver)"",""Gun-Woo (Lim, Lance)"",""Mason (Crosby, Van)"",""Sunny (Hong, Helen)"",""Lisa Apple (Barbaro, Monica)"",""Milo (Thomas, Sander)"",""Henry (Pierson, Geoff)""]}"
Alex,"{""Portrayals of Character"":[""Claire Haas (Cross, Marcia)"",""RYAN BOOTH (McLaughlin, Jake)"",""MIRANDA SHAW (Ellis, Aunjanue)"",""Iris Chang (Li, Li Jun)"",""Field Counselor Pollard (Cornfoot, Victor)"",""Agent Maxwell (Croll, Rebecca)"",""NIMAH/RAINA AMIN (Al Massri, Yasmine)"",""Duncan Lewis (Alpay, David)"",""Elias Harper (Cosnett, Rick)"",""SHELBY WYATT (Braddy, Johanna)"",""WILL OLSEN (Johnson, Jay Armstrong)"",""SIMON ASHER (Ellington, Tate)"",""Brian Silverman (Cannon, Landy)"",""Drew Perales (Platt, Lenny)"",""Charlie Price (McCree, J. Mallory)"",""Natalie Vasquez (Acosta, Anabelle)"",""Brandon Fletcher (Artist, Jacob)"",""Nimah Amin (Al Massri, Yasmine)"",""ALEX PARRISH (Chopra, Priyanka)"",""Khaled Said (Jenkins, Noam)"",""LIAM O'CONNOR (Hopkins, Josh)"",""CALEB HAAS (Rogers, Graham)""]}"
Everyday Angel,"{""Portrayals of Character"":[""CASEY PARKER (Davis, Alex Blue)"",""CECE COLVIN (Clay, Caroline)"",""BETTY NELSON (Kennedy, Peyton)"",""ALEX KAREV  (Chambers, Justin)"",""Aamir (Cohen, Assaf)"",""AAMIR (Cohen, Assaf)"",""Andrew DeLuca (Gianniotti, Giacomo)"",""Casey Parker (Davis, Alex Blue)"",""Rafi Elshami (Farris, Callan)"",""Nico Kim (Landi, Alex)"",""NINA SULLIVAN (Rous, Bess)"",""Molly Graham (Deming, Paula)""]}"
Stralsund - Blutlinien,"{""Agents"":[""victim/survivor of violence"",""father"",""suspect"",""mother"",""chief of police"",""sibling"",""detective"",""police"",""daughter"",""murderer"",""lover"",""son"",""forensics investigator"",""ex-convict""],""Time Era"":[""2020-2029""],""Source Material"":[""sequel""],""Moods"":[""suspenseful"",""dramatic"",""confrontational""],""Disciplines & Industries"":[""law enforcement""],""Story Elements"":[""hidden past"",""incest"",""solving a crime"",""murder""],""Age Groups"":[""adult (19-59)""],""Setting Types"":[""urban""],""Gender"":[""male"",""female""],""Genres"":[""police/cop"",""drama""],""Geography"":[""Germany""],""Term Status"":[]}"
"Alpinist, The","{""Genres"":[""action-adventure"",""sports"",""documentary""],""Time Era"":[""contemporary (2000-)""],""Agents"":[""mountaineer"",""director"",""film crew""],""Non Preferred Terms"":[""rock climbing""],""Source Material"":[""real life""],""Age Groups"":[""20s""],""Moods"":[""wondrous"",""matter-of-fact"",""uneasy""],""Setting Types"":[""wilderness""],""Geography"":[""Argentina"",""Canada"",""Chile""],""Gender"":[""male""],""Disciplines & Industries"":[""extreme sports"",""rock climbing""],""Story Elements"":[""following a dream""],""Subjects"":[""sports""],""Scopes and Scales"":[""normal""],""Term Status"":[]}"
Bite Size Holiday,"{""Holidays & Seasons"":[""Christmas""],""Time Era"":[""contemporary (2000-)""],""Geography"":[""United States""],""Moods"":[""dramatic"",""funny"",""heartwarming""],""Source Material"":[""original idea""],""Genres"":[""anthology"",""family""],""Agents"":[""Santa Claus"",""family""],""Scopes and Scales"":[""normal""]}"
